CLNT_ID,REQUEST_REFERENCE,APPL_ID,CLNT_NAME,STATUS_SIMF,SERVICE,SUBSERVICE,FREQ,FREQ_PAIR,ERP_PWR_DBM,BWIDTH,ZONA,HGT_ANT,MASTER_PLZN_CODE,SITE_ID_CODE,SITE_DESC,STATUS_MYSPECTRA,STN_NAME,STN_ADDR,SID_LONG,SID_LAT,PLUS_CODE_MYSPECTRA,PLUS_CODE_KALKULASI,LONGITUDE_CENTER_KALKULASI,LATITUDE_CENTER_KALKULASI,VILLAGE,DISTRICT,CITY,PROVINSI,APPL_DATE,LICENCE_DATE,VALIDITY_DATE,UPT,Status Verifikasi UPT 2024
00105553,0350340,026164012016,TELEKOMUNIKASI INDONESIA TBK,Granted,Fixed Service,PP,14473,14963,56.1103,28000,4,40,V,,,Belum ada MDRS di MySpectra,KDI007_POASI,"JL. KANCIL, KEL. ANDUONOHU, KEC. POASIA, KOTA KENDARI, PROVINSI SULAWESI TENGGARA",122.5391667,-4.0030556,,6Q74XGWQ+QM,122.5391875,-4.0030625,,POASIA,KOTA KENDARI,SULAWESI TENGGARA,1/8/2016,1/14/2016,1/13/2026,LOKA KENDARI,Data hasil rekap UPT 2024
00105553,0193676,027246052015,TELEKOMUNIKASI INDONESIA TBK,Granted,Fixed Service,PP,23058,22050,53.9103,28000,5,40,H,,,Belum ada MDRS di MySpectra,RHA001_MUNA,"JL.JEND. BASUKI RAHMAT, KEL. MANGGA KUNING, KEC. KATOBU, KAB. MUNA",122.7194444,-4.8430556,,6Q745P49+QQ,122.7194375,-4.8430625,,DURUKA,MUNA,SULAWESI TENGGARA,6/1/2015,6/18/2015,6/17/2025,LOKA KENDARI,Bukan termasuk data hasil  rekap UPT 2024
00105553,0334734,023964122015,TELEKOMUNIKASI INDONESIA TBK,Granted,Fixed Service,PP,7135,7296,59.4897,28000,5,40,H,,,Belum ada MDRS di MySpectra,ADL005_TINANGGEA,"JL. LAPOA RT III KEL. NGAPAAHA, KEC. TINANGGEA, KAB. KONAWE SELATAN, PROVINSI SULAWESI UTARA",122.2262222,-4.4590833,,6Q74G6RG+9F,122.2261875,-4.4590625,,TINANGGEA,KONAWE SELATAN,SULAWESI TENGGARA,12/11/2015,12/17/2015,12/16/2025,LOKA KENDARI,Bukan termasuk data hasil  rekap UPT 2024
8071,0065207-2,00249112009,"TELEKOMUNIKASI SELULAR, PT.",Granted,Fixed Service,PP,6500,6840,62.4381,40000,5,52,V,,,Belum ada MDRS di MySpectra,10/TOSIBA,JL. POROS KOLAKA  LASUSUA KM 37 DESA AWA KEC. SAMATURU  KAB. KOLAKA,121.3560000,-3.9560556,,6Q8329V4+H9,121.3559375,-3.9560625,,SAMATURU,KOLAKA,SULAWESI TENGGARA,11/26/2009,12/11/2009,12/10/2024,LOKA KENDARI,Bukan termasuk data hasil  rekap UPT 2024
8071,0065207-12,00249112009,"TELEKOMUNIKASI SELULAR, PT.",Granted,Fixed Service,PP,4670,4970,65.6381,40000,5,65,H,,,Belum ada MDRS di MySpectra,13/POMALA,"JL. SALAK, DEPAN SMA 1 POMALA",121.6036111,-4.1950000,,6Q73RJ43+2C,121.6035625,-4.1949375,,POMALAA,KOLAKA,SULAWESI TENGGARA,11/26/2009,12/11/2009,12/10/2024,LOKA KENDARI,Bukan termasuk data hasil  rekap UPT 2024
00105553,0193632/1,02046415092019,TELEKOMUNIKASI INDONESIA TBK,Granted,Fixed Service,PP,7331,7170,63.3897,28000,4,40,V,,,Belum ada MDRS di MySpectra,KDI009_PERKEN,"PULAU BUNGKOTOKO, KEC. POASIA, KOTA KENDARI, SULAWESI TENGGARA",122.6111111,-3.9808333,,6Q842J96+MC,122.6110625,-3.9808125,,ABELI,KOTA KENDARI,SULAWESI TENGGARA,9/13/2019,10/16/2019,6/17/2025,LOKA KENDARI,Data hasil rekap UPT 2024
00105553,0362681,022864032016,TELEKOMUNIKASI INDONESIA TBK,Granted,Fixed Service,PP,15103,14613,56.1103,28000,5,40,V,,,Belum ada MDRS di MySpectra,ADL008_PUNGGALUKU,"DESA ANDUNA, KEC. LAEYA, KAB. KONAWE SELATAN, PROVINSI SULAWESI TENGGARA",122.4855556,-4.2838889,,6Q74PF8P+C6,122.4855625,-4.2839375,,LAEYA,KONAWE SELATAN,SULAWESI TENGGARA,3/23/2016,4/7/2016,4/6/2026,LOKA KENDARI,Bukan termasuk data hasil  rekap UPT 2024
00105553,0362674,022857032016,TELEKOMUNIKASI INDONESIA TBK,Granted,Fixed Service,PP,7659,7498,59.4897,28000,5,40,V,,,Belum ada MDRS di MySpectra,KKA005_LAPAI,"JL. BERINGIN DS LAWALATU, KEC. WATUNOHU, KAB KOLAKA UTARA, PROVINSI SULAWESI TENGGARA",120.9994444,-3.2952222,,6Q82PX3X+WQ,120.9994375,-3.2951875,,WATUNOHU,KOLAKA UTARA,SULAWESI TENGGARA,3/23/2016,4/7/2016,4/6/2026,LOKA KENDARI,Data hasil rekap UPT 2024
00105553,0198926,020109072015,TELEKOMUNIKASI INDONESIA TBK,Granted,Fixed Service,PP,7310,7149,63.3897,28000,5,40,V,,,Belum ada MDRS di MySpectra,KKA005_LAPAI,"JL. BERINGIN, DESA LAWALATU, KEC. NGAPA, KAB. KOLAKA UTARA, SULAWESI TENGGARA",120.9994444,-3.2952222,,6Q82PX3X+WQ,120.9994375,-3.2951875,,WATUNOHU,KOLAKA UTARA,SULAWESI TENGGARA,7/2/2015,7/7/2015,7/6/2025,LOKA KENDARI,Data hasil rekap UPT 2024
8071,0065207-9,00249112009,"TELEKOMUNIKASI SELULAR, PT.",Granted,Fixed Service,PP,6840,6500,62.4381,40000,5,45,H,,,Belum ada MDRS di MySpectra,6/WOLO,DUSUN III KEL. LANGGOMALI KEC WOLO KAB KOLAKA PROP SULTRA,121.3052222,-3.8201389,,6Q8358H4+W3,121.3051875,-3.8201875,,WOLO,KOLAKA,SULAWESI TENGGARA,11/26/2009,12/11/2009,12/10/2024,LOKA KENDARI,Bukan termasuk data hasil  rekap UPT 2024
8071,0065207-8,00249112009,"TELEKOMUNIKASI SELULAR, PT.",Granted,Fixed Service,PP,7040,6700,66.4381,40000,5,45,V,,,Belum ada MDRS di MySpectra,6/WOLO,DUSUN III KEL. LANGGOMALI KEC WOLO KAB KOLAKA PROP SULTRA,121.3052222,-3.8201389,,6Q8358H4+W3,121.3051875,-3.8201875,,WOLO,KOLAKA,SULAWESI TENGGARA,11/26/2009,12/11/2009,12/10/2024,LOKA KENDARI,Bukan termasuk data hasil  rekap UPT 2024
00105553,0362678,022861032016,TELEKOMUNIKASI INDONESIA TBK,Granted,Fixed Service,PP,7359,7198,59.4897,28000,4,40,H,,,Belum ada MDRS di MySpectra,KDI003_LEPO-LEPO,"JL. PEMANCAR RRI, KEL. WUNDUDOPI, KEC. BARUGA, KOTA KENDARI, PROVINSI SULAWESI TENGGARA",122.5044444,-4.0152778,,6Q74XGM3+VQ,122.5044375,-4.0153125,,BARUGA,KOTA KENDARI,SULAWESI TENGGARA,3/23/2016,4/7/2016,4/6/2026,LOKA KENDARI,Data hasil rekap UPT 2024
8071,0065207-9,00249112009,"TELEKOMUNIKASI SELULAR, PT.",Granted,Fixed Service,PP,6500,6840,66.4381,40000,5,36,H,,,Belum ada MDRS di MySpectra,5/IWOIMENDA,"DS IWOIMENDA KEC.WOLO KAB.KOLAKA, KENDARI, SULAWESI TENGGARA",121.1719444,-3.8213889,,6Q8355HC+CQ,121.1719375,-3.8214375,,WOLO,KOLAKA,SULAWESI TENGGARA,11/26/2009,12/11/2009,12/10/2024,LOKA KENDARI,Bukan termasuk data hasil  rekap UPT 2024
8071,0065207-8,00249112009,"TELEKOMUNIKASI SELULAR, PT.",Granted,Fixed Service,PP,6700,7040,62.0381,40000,5,36,V,,,Belum ada MDRS di MySpectra,5/IWOIMENDA,"DS IWOIMENDA KEC.WOLO KAB.KOLAKA, KENDARI, SULAWESI TENGGARA",121.1719444,-3.8213889,,6Q8355HC+CQ,121.1719375,-3.8214375,,WOLO,KOLAKA,SULAWESI TENGGARA,11/26/2009,12/11/2009,12/10/2024,LOKA KENDARI,Bukan termasuk data hasil  rekap UPT 2024
00105553,0193647,027218052015,TELEKOMUNIKASI INDONESIA TBK,Granted,Fixed Service,PP,7380,7219,59.4897,28000,4,40,V,,,Belum ada MDRS di MySpectra,KDI018_PONDIDAHA,"DUSUN II RT. 2, MOMUNDOWU, KEC. PONDIDAHA, KAB. KONAWE, SULAWESI TENGGARA",122.2251667,-3.9571944,,6Q8426VG+43,122.2251875,-3.9571875,,PONDIDAHA,KONAWE,SULAWESI TENGGARA,6/1/2015,6/18/2015,6/17/2025,LOKA KENDARI,Data hasil rekap UPT 2024
4425,0334412,023706122015,"TELEKOMUNIKASI INDONESIA, PT.",Granted,Fixed Service,PP,6960,6620,59.91065,40000,5,30,V,,,Belum ada MDRS di MySpectra,BAUBAU,"JL. SULTAN HASANUDIN, KELURAHAN BATULO, KECAMATAN WOLIO, KOTABAU-BAU, PROPINSI SULAWESI TENGGARA",122.6134500,-5.4590833,,6Q64GJR7+99,122.6134375,-5.4590625,,WOLIO,KOTA BAU BAU,SULAWESI TENGGARA,12/10/2015,12/15/2015,12/14/2025,LOKA KENDARI,Bukan termasuk data hasil  rekap UPT 2024
4425,0334411,023705122015,"TELEKOMUNIKASI INDONESIA, PT.",Granted,Fixed Service,PP,7040,6700,59.91065,40000,5,30,V,,,Belum ada MDRS di MySpectra,BAUBAU,"JL. SULTAN HASANUDIN, KELURAHAN BATULO, KECAMATAN WOLIO, KOTABAU-BAU, PROPINSI SULAWESI TENGGARA",122.6134500,-5.4590833,,6Q64GJR7+99,122.6134375,-5.4590625,,WOLIO,KOTA BAU BAU,SULAWESI TENGGARA,12/10/2015,12/15/2015,12/14/2025,LOKA KENDARI,Bukan termasuk data hasil  rekap UPT 2024
4425,0184422,022998032015,"TELEKOMUNIKASI INDONESIA, PT.",Granted,Fixed Service,PP,13171,12905,59.9794,28000,5,30,V,,,Belum ada MDRS di MySpectra,BAUBAU,"JL. SULTAN HASANUDDDIN N0.4, KEL BATULO, KEC WOLIO, KODYA BAUBAU BUTON",122.6134500,-5.4590833,,6Q64GJR7+99,122.6134375,-5.4590625,,WOLIO,KOTA BAU BAU,SULAWESI TENGGARA,3/30/2015,4/16/2015,4/15/2025,LOKA KENDARI,Bukan termasuk data hasil  rekap UPT 2024
4425,0184421,022997032015,"TELEKOMUNIKASI INDONESIA, PT.",Granted,Fixed Service,PP,13227,12961,59.9794,28000,5,30,V,,,Belum ada MDRS di MySpectra,BAUBAU,"JL. SULTAN HASANUDDDIN N0.4, KEL BATULO, KEC WOLIO, KODYA BAUBAU BUTON",122.6134500,-5.4590833,,6Q64GJR7+99,122.6134375,-5.4590625,,WOLIO,KOTA BAU BAU,SULAWESI TENGGARA,3/30/2015,4/16/2015,4/15/2025,LOKA KENDARI,Bukan termasuk data hasil  rekap UPT 2024
00105553,0253783,020386102015,TELEKOMUNIKASI INDONESIA TBK,Granted,Fixed Service,PP,7170,7331,65.9381,28000,5,40,V,,,Belum ada MDRS di MySpectra,BAU014_MAWASANGKA,"JL. BAGEA, KEL. MAWASANGKA, KEC. MAWASANGKA, KAB. BUTON, PROVINSI SULAWESI TENGGARA",122.2985556,-5.2925000,,6Q64P74X+XC,122.2985625,-5.2925625,,MAWASANGKA,BUTON TENGAH,SULAWESI TENGGARA,10/28/2015,11/3/2015,11/2/2025,LOKA KENDARI,Data hasil rekap UPT 2024
00105553,0362682,022865032016,TELEKOMUNIKASI INDONESIA TBK,Granted,Fixed Service,PP,7631,7470,59.4897,28000,4,40,H,,,Belum ada MDRS di MySpectra,ADL027_WAWOLURI (REP.SOROPIA),"LORONG SAUALA, KEC. MOTUI, KAB. KONAWE UTARA, PROVINSI SULAWESI TENGGARA",122.4589722,-3.7997778,,6Q846F25+3H,122.4589375,-3.7998125,,SAWA,KONAWE UTARA,SULAWESI TENGGARA,3/23/2016,4/7/2016,4/6/2026,LOKA KENDARI,Data hasil rekap UPT 2024
00105553,0362682,022865032016,TELEKOMUNIKASI INDONESIA TBK,Granted,Fixed Service,PP,7470,7631,59.4897,28000,4,40,H,,,Belum ada MDRS di MySpectra,KDI023_SOROPIA,"SOROPIA, KEC. LALONGGASUMEETO, KAB. KONAWE, PROVINSI SULAWESI TENGGARA",122.5154167,-3.8940000,,6Q844G48+95,122.5154375,-3.8940625,,LALONGGASUMEETO,KONAWE,SULAWESI TENGGARA,3/23/2016,4/7/2016,4/6/2026,LOKA KENDARI,Data hasil rekap UPT 2024
00105553,0167922,024295112014,TELEKOMUNIKASI INDONESIA TBK,Granted,Fixed Service,PP,8266.57,7955.25,59.4897,29650,5,40,H,,,Belum ada MDRS di MySpectra,BAU017_KOMBA-KOMBA,"LINGKUNGAN KOMBA-KOMBA KEL. KASAIBU BARU KEC. SOROWOLIO, BAU-BAU",122.6731111,-5.4683611,,6Q64GMJF+M6,122.6730625,-5.4683125,,SORAWOLIO,KOTA BAU BAU,SULAWESI TENGGARA,11/27/2014,12/16/2014,12/15/2024,LOKA KENDARI,Bukan termasuk data hasil  rekap UPT 2024
8071,0065207-2,00249112009,"TELEKOMUNIKASI SELULAR, PT.",Granted,Fixed Service,PP,6840,6500,66.4381,40000,5,84,V,,,Belum ada MDRS di MySpectra,9/PENRE,JL. POROS SAMAENRE-KOLAWA DESA SAMAENRE WOLO KAB KOLAKA,121.3239444,-3.8613333,,6Q8348QF+FH,121.3239375,-3.8613125,,WOLO,KOLAKA,SULAWESI TENGGARA,11/26/2009,12/11/2009,12/10/2024,LOKA KENDARI,Bukan termasuk data hasil  rekap UPT 2024
8071,0065207-3/1,00249112009,"TELEKOMUNIKASI SELULAR, PT.",Granted,Fixed Service,PP,4970,4670,60.2897,40000,5,80,V,,,Belum ada MDRS di MySpectra,KKA019_TELKOM LORONG PUSARA,LORONG PUSARA KABUPATEN KOLAKA,121.6642778,-4.0626389,,6Q73WMP7+WP,121.6643125,-4.0626875,,KOLAKA,KOLAKA,SULAWESI TENGGARA,8/10/2021,8/12/2021,12/10/2024,LOKA KENDARI,Data hasil rekap UPT 2024
8071,0065207-12,00249112009,"TELEKOMUNIKASI SELULAR, PT.",Granted,Fixed Service,PP,4970,4670,65.6381,40000,5,60,H,,,Belum ada MDRS di MySpectra,14/REP. LORONG,JL. TRANS KENDARI - LORONG PUSARA KAB.KOLAKA,121.6642778,-4.0626389,,6Q73WMP7+WP,121.6643125,-4.0626875,,KOLAKA,KOLAKA,SULAWESI TENGGARA,11/26/2009,12/11/2009,12/10/2024,LOKA KENDARI,Bukan termasuk data hasil  rekap UPT 2024
8071,0065207-15,00249112009,"TELEKOMUNIKASI SELULAR, PT.",Granted,Fixed Service,PP,4670,4970,68.1381,40000,4,40,H,,,Belum ada MDRS di MySpectra,21/REP. WATUMASSURU,REP GMD UPND TELKOM.GUNUNG WATUMASARU DESA BAINI KEC. SAMPARA KAB. KONAWE,122.3649167,-3.9839167,,6Q842987+CX,122.3649375,-3.9839375,,SAMPARA,KONAWE,SULAWESI TENGGARA,11/26/2009,12/11/2009,12/10/2024,LOKA KENDARI,Data hasil rekap UPT 2024
00105553,0205324,023300082015,TELEKOMUNIKASI INDONESIA TBK,Granted,Fixed Service,PP,7659,7498,67.7897,28000,5,40,H,,,Belum ada MDRS di MySpectra,KKA011_INDUHA,"INDUHA, KEC. MOWEWE, KAB. KOLAKA TIMUR, SULAWESI TENGGARA",121.5147500,-4.0190556,,6Q73XGJ7+9V,121.5146875,-4.0190625,,LATAMBAGA,KOLAKA,SULAWESI TENGGARA,8/14/2015,8/19/2015,8/18/2025,LOKA KENDARI,Bukan termasuk data hasil  rekap UPT 2024
909,2272538,02869477062023,"INDOSAT TBK, PT.",Granted,Fixed Service,PP,7955.25,8266.57,48.19181,29650,4,49,V,,,Belum ada MDRS di MySpectra,30UNH0013-UNAHA_MT,"Ambekairi, Kec. Unaaha, Kabupaten Konawe, Sulawesi Tenggara",122.0530000,-3.8640000,,6Q8443P3+95,122.0529375,-3.8640625,,UNAAHA,KONAWE,SULAWESI TENGGARA,6/15/2023,7/13/2023,7/12/2028,LOKA KENDARI,Bukan termasuk data hasil  rekap UPT 2024
909,2271870,02869476062023,"INDOSAT TBK, PT.",Granted,Fixed Service,PP,7925.6,8236.92,48.19181,29650,4,49,H,,,Belum ada MDRS di MySpectra,30UNH0013-UNAHA_MT,"Ambekairi, Kec. Unaaha, Kabupaten Konawe, Sulawesi Tenggara",122.0530000,-3.8640000,,6Q8443P3+95,122.0529375,-3.8640625,,UNAAHA,KONAWE,SULAWESI TENGGARA,6/15/2023,7/13/2023,7/12/2028,LOKA KENDARI,Bukan termasuk data hasil  rekap UPT 2024
909,2271854,02869474062023,"INDOSAT TBK, PT.",Granted,Fixed Service,PP,7895.95,8207.27,48.19181,29650,4,49,H,,,Belum ada MDRS di MySpectra,30UNH0013-UNAHA_MT,"Ambekairi, Kec. Unaaha, Kabupaten Konawe, Sulawesi Tenggara",122.0530000,-3.8640000,,6Q8443P3+95,122.0529375,-3.8640625,,UNAAHA,KONAWE,SULAWESI TENGGARA,6/15/2023,7/13/2023,7/12/2028,LOKA KENDARI,Bukan termasuk data hasil  rekap UPT 2024
909,2271865,02869475062023,"INDOSAT TBK, PT.",Granted,Fixed Service,PP,7925.6,8236.92,48.19181,29650,4,49,V,,,Belum ada MDRS di MySpectra,30UNH0013-UNAHA_MT,"Ambekairi, Kec. Unaaha, Kabupaten Konawe, Sulawesi Tenggara",122.0530000,-3.8640000,,6Q8443P3+95,122.0529375,-3.8640625,,UNAAHA,KONAWE,SULAWESI TENGGARA,6/15/2023,7/13/2023,7/12/2028,LOKA KENDARI,Bukan termasuk data hasil  rekap UPT 2024
909,2271851,02869473062023,"INDOSAT TBK, PT.",Granted,Fixed Service,PP,7895.95,8207.27,48.19181,29650,4,49,V,,,Belum ada MDRS di MySpectra,30UNH0013-UNAHA_MT,"Ambekairi, Kec. Unaaha, Kabupaten Konawe, Sulawesi Tenggara",122.0530000,-3.8640000,,6Q8443P3+95,122.0529375,-3.8640625,,UNAAHA,KONAWE,SULAWESI TENGGARA,6/15/2023,7/13/2023,7/12/2028,LOKA KENDARI,Bukan termasuk data hasil  rekap UPT 2024
909,2271869,02869478062023,"INDOSAT TBK, PT.",Granted,Fixed Service,PP,7955.25,8266.57,48.19181,29650,4,49,H,,,Belum ada MDRS di MySpectra,30UNH0013-UNAHA_MT,"Ambekairi, Kec. Unaaha, Kabupaten Konawe, Sulawesi Tenggara",122.0530000,-3.8640000,,6Q8443P3+95,122.0529375,-3.8640625,,UNAAHA,KONAWE,SULAWESI TENGGARA,6/15/2023,7/13/2023,7/12/2028,LOKA KENDARI,Bukan termasuk data hasil  rekap UPT 2024
00105553,0193661,027236052015,TELEKOMUNIKASI INDONESIA TBK,Granted,Fixed Service,PP,8177.62,7866.3,63.3897,29650,5,40,H,,,Belum ada MDRS di MySpectra,BAU022_UMALAOGE,"JL. POROS MALAOGE, DUSUN MALOGE, DESA UMALAOGE, KEC. LASALIMU, KAB. BUTON, SULAWESI TENGGARA",123.1958611,-5.2633333,,6Q65P5PW+M8,123.1958125,-5.2633125,,LASALIMU SELATAN,BUTON,SULAWESI TENGGARA,6/1/2015,6/18/2015,6/17/2025,LOKA KENDARI,Data hasil rekap UPT 2024
00105553,0362664,022867032016,TELEKOMUNIKASI INDONESIA TBK,Granted,Fixed Service,PP,15159,14669,56.1103,28000,5,40,V,,,Belum ada MDRS di MySpectra,BAU003_PASAR WAJO,"JL. SMU 2, KEC. PASAR WAJO, KAB. BOTON, PROVINSI SULAWESI TENGGARA",122.8447222,-5.4933333,,6Q64GR4V+MV,122.8446875,-5.4933125,,PASARWAJO,BUTON,SULAWESI TENGGARA,3/23/2016,4/7/2016,4/6/2026,LOKA KENDARI,Data hasil rekap UPT 2024
00105553,0253776,020369102015,TELEKOMUNIKASI INDONESIA TBK,Granted,Fixed Service,PP,15187,14697,56.1103,28000,5,40,V,,,Belum ada MDRS di MySpectra,BAU003_PASAR WAJO,"JL. SMU 2, KEC. PASAR WAJO, KAB. BOTON, PROVINSI SULAWESI TENGGARA",122.8447222,-5.4933333,,6Q64GR4V+MV,122.8446875,-5.4933125,,PASARWAJO,BUTON,SULAWESI TENGGARA,10/28/2015,11/3/2015,11/2/2025,LOKA KENDARI,Data hasil rekap UPT 2024
00105553,0167623,024066112014,TELEKOMUNIKASI INDONESIA TBK,Granted,Fixed Service,PP,7352,7191,53.8897,28000,5,40,V,,,Belum ada MDRS di MySpectra,KDI008_WANCI,"TELKOM WANCI, SULAWESI TENGGARA",123.5416667,-5.3266667,,6Q65MGFR+8M,123.5416875,-5.3266875,,WANGI-WANGI SELATAN,WAKATOBI,SULAWESI TENGGARA,11/25/2014,12/16/2014,12/15/2024,LOKA KENDARI,Data hasil rekap UPT 2024
00105553,0193661,027236052015,TELEKOMUNIKASI INDONESIA TBK,Granted,Fixed Service,PP,7866.3,8177.62,63.3897,29650,5,40,H,,,Belum ada MDRS di MySpectra,BAU015_LASALIMU,"JL. POROS KAMARU_KAPONTORI, KEL. KAMARU, KEC. LASALIMU, KAB. BUTON",123.0603611,-5.1625278,,6Q65R3P6+X4,123.0603125,-5.1625625,,LASALIMU,BUTON,SULAWESI TENGGARA,6/1/2015,6/18/2015,6/17/2025,LOKA KENDARI,Data hasil rekap UPT 2024
8071,0065207-15,00249112009,"TELEKOMUNIKASI SELULAR, PT.",Granted,Fixed Service,PP,4970,4670,68.1381,40000,4,58,H,,,Belum ada MDRS di MySpectra,22/MEKAR,"JL. MEKAR LR RCTI, KENDARI",122.5000000,-3.9836111,,6Q842G82+H2,122.5000625,-3.9835625,,KADIA,KOTA KENDARI,SULAWESI TENGGARA,11/26/2009,12/11/2009,12/10/2024,LOKA KENDARI,Data hasil rekap UPT 2024
00105553,0253748,020352102015,TELEKOMUNIKASI INDONESIA TBK,Granted,Fixed Service,PP,14753,15243,55.8103,28000,5,40,V,,,Belum ada MDRS di MySpectra,BAU030_KERATON BAU-BAU,"JL. BENTENG KERATON, KEC. MURHUM, KOTA BAU-BAU, PROVINSI SULAWESI TENGGARA",122.6011111,-5.4722222,,6Q64GJH2+4C,122.6010625,-5.4721875,,MURHUM,KOTA BAU BAU,SULAWESI TENGGARA,10/28/2015,10/30/2015,10/29/2025,LOKA KENDARI,Bukan termasuk data hasil  rekap UPT 2024
00105553,0253745,020345102015,TELEKOMUNIKASI INDONESIA TBK,Granted,Fixed Service,PP,15159,14669,56.1103,28000,5,40,V,,,Belum ada MDRS di MySpectra,BAU030_KERATON BAU-BAU,"JL. BENTENG KERATON, KEC. MURHUM, KOTA BAU-BAU, PROVINSI SULAWESI TENGGARA",122.6011111,-5.4722222,,6Q64GJH2+4C,122.6010625,-5.4721875,,MURHUM,KOTA BAU BAU,SULAWESI TENGGARA,10/28/2015,10/30/2015,10/29/2025,LOKA KENDARI,Bukan termasuk data hasil  rekap UPT 2024
00105553,0200793,020862072015,TELEKOMUNIKASI INDONESIA TBK,Granted,Fixed Service,PP,14991,14501,56.1103,28000,4,40,V,,,Belum ada MDRS di MySpectra,KDI047_WAYONG,"JL. Y. WAYONG RT. 01 RW. 09, DESA TOBUUHA, KEC. MANDONGA, SULAWESI TENGGARA",122.5049167,-3.9704722,,6Q842GH3+RX,122.5049375,-3.9704375,,PUUWATU,KOTA KENDARI,SULAWESI TENGGARA,7/8/2015,7/30/2015,7/29/2025,LOKA KENDARI,Data hasil rekap UPT 2024
00105553,0334734,023964122015,TELEKOMUNIKASI INDONESIA TBK,Granted,Fixed Service,PP,7296,7135,59.4897,28000,5,40,H,,,Belum ada MDRS di MySpectra,ADL025_TINANGGEA 2,"KEL. TELUTU JAYA, KEC. TINANGGEA, KAB. KONAWE SELATAN, PROVINSI SULAWESI UTARA",122.1727500,-4.4413611,,6Q74H55F+F4,122.1728125,-4.4413125,,TINANGGEA,KONAWE SELATAN,SULAWESI TENGGARA,12/11/2015,12/17/2015,12/16/2025,LOKA KENDARI,Bukan termasuk data hasil  rekap UPT 2024
00105553,0194728,027841062015,TELEKOMUNIKASI INDONESIA TBK,Granted,Fixed Service,PP,7149,7310,59.4897,28000,5,40,H,,,Belum ada MDRS di MySpectra,RHA005_KULISUSU,"JL. POROS LEMO, EREKE KEL. LAKONEA, KEC. KULISUSU, KAB. BUTON UTARA, SULAWESI TENGGARA",123.1797500,-4.7892778,,6Q75656H+7W,123.1798125,-4.7893125,,KULISUSU,BUTON UTARA,SULAWESI TENGGARA,6/9/2015,6/22/2015,6/21/2025,LOKA KENDARI,Data hasil rekap UPT 2024
00105553,0362680,022863032016,TELEKOMUNIKASI INDONESIA TBK,Granted,Fixed Service,PP,7715,7554,65.9381,28000,5,40,V,,,Belum ada MDRS di MySpectra,ADL007_ANDOLO,"DESA/KEL. POTORO KEL. POTORO, KEC. ANDOOLO, KAB. KONAWE SELATAN, PROVINSI SULAWESI TENGGARA",122.2752222,-4.3370000,,6Q74M77G+53,122.2751875,-4.3370625,,ANDOOLO,KONAWE SELATAN,SULAWESI TENGGARA,3/23/2016,4/7/2016,4/6/2026,LOKA KENDARI,Bukan termasuk data hasil  rekap UPT 2024
00105553,0167921/1,024294112014,TELEKOMUNIKASI INDONESIA TBK,Granted,Fixed Service,PP,12821,13087,55.7515,28000,5,40,H,,,Belum ada MDRS di MySpectra,BAU032_PALATIGA,"JL. BAKTI ABRI, KEL. BUKIT WOLIO INDAH, KEC. WOLIO, BAU-BAU",122.6165278,-5.4715000,,6Q64GJH8+9J,122.6165625,-5.4715625,,WOLIO,KOTA BAU BAU,SULAWESI TENGGARA,7/13/2022,7/13/2022,12/15/2024,LOKA KENDARI,Bukan termasuk data hasil  rekap UPT 2024
00105553,0167922,024295112014,TELEKOMUNIKASI INDONESIA TBK,Granted,Fixed Service,PP,7955.25,8266.57,59.4897,29650,5,40,H,,,Belum ada MDRS di MySpectra,BAU032_PALATIGA,"JL. BAKTI ABRI, KEL. BUKIT WOLIO INDAH, KEC. WOLIO, BAU-BAU",122.6165278,-5.4715000,,6Q64GJH8+9J,122.6165625,-5.4715625,,WOLIO,KOTA BAU BAU,SULAWESI TENGGARA,11/27/2014,12/16/2014,12/15/2024,LOKA KENDARI,Bukan termasuk data hasil  rekap UPT 2024
4425,0334406,023700122015,"TELEKOMUNIKASI INDONESIA, PT.",Granted,Fixed Service,PP,6740,7080,59.91065,40000,5,87,V,,,Belum ada MDRS di MySpectra,PUNGGALUKU,"JL. POROS KONSEL, KELURAHAN LEREPAKO, KECAMATAN LAEYA, KABUPATEN KENDARI, PROPINSI SULAWESI TENGGARA",122.4863889,-4.2833806,,6Q74PF8P+JH,122.4864375,-4.2834375,,LAEYA,KONAWE SELATAN,SULAWESI TENGGARA,12/10/2015,12/15/2015,12/14/2025,LOKA KENDARI,Bukan termasuk data hasil  rekap UPT 2024
4425,0334405,023699122015,"TELEKOMUNIKASI INDONESIA, PT.",Granted,Fixed Service,PP,6660,7000,59.91065,40000,5,87,V,,,Belum ada MDRS di MySpectra,PUNGGALUKU,"JL. POROS KONSEL, KELURAHAN LEREPAKO, KECAMATAN LAEYA, KABUPATEN KENDARI, PROPINSI SULAWESI TENGGARA",122.4863889,-4.2833806,,6Q74PF8P+JH,122.4864375,-4.2834375,,LAEYA,KONAWE SELATAN,SULAWESI TENGGARA,12/10/2015,12/15/2015,12/14/2025,LOKA KENDARI,Bukan termasuk data hasil  rekap UPT 2024
